name;planet_status;mass;radius;type;orbital_period;semi_major_axis;star_name;star_distance;star_teff;star_radius;temp_calculated;mag_v;mag_j;mag_k;scale_factor;tsm;esm;alternate_names;updated;observation_type;reference;molecules;albedo;phase_curve;comments
"TOI-2048 b";"Confirmed";0.019863997664923;0.1838;"Warm";13.79;0.19;"TOI-2048";116.39;5185.0;0.79;509.8224561451;11.5;9.8950010;9.4390000;1.26;14.9281;0.4792;;"6/14/22";"G-B: High resolution IR";2404.16732;"{"He":"Upper limit"}";;"No";
"TOI-2076 b";"Confirmed";0.0107;0.2266;"Hot";10.35523;0.088;"TOI-2076";41.906;5200.0;0.758;870.0;10.0;7.6130000;7.1150000;1.26;275.3262;10.5934;"BD+40 2790 b, TOI-2076.01";"8/21/24";"G-B: High resolution IR";2211.02887;"{"He":"Upper limit"}";;"No";"Upper limit EW < 8 mAngs. Helium feature most likely to stellar origin"
"TOI-2076 b";"Confirmed";0.0107;0.2266;"Hot";10.35523;0.088;"TOI-2076";41.906;5200.0;0.758;870.0;10.0;7.6130000;7.1150000;1.26;275.3262;10.5934;"BD+40 2790 b, TOI-2076.01";"8/21/24";"G-B: High resolution visible";2404.16732;"{"H":"Upper limit"}";;"No";
"TOI-2076 b";"Confirmed";0.0107;0.2266;"Hot";10.35523;0.088;"TOI-2076";41.906;5200.0;0.758;870.0;10.0;7.6130000;7.1150000;1.26;275.3262;10.5934;"BD+40 2790 b, TOI-2076.01";"8/21/24";"G-B: High resolution IR";2404.16732;"{"He":"Upper limit"}";;"No";
"TOI-2076 b";"Confirmed";0.0107;0.2266;"Hot";10.35523;0.088;"TOI-2076";41.906;5200.0;0.758;870.0;10.0;7.6130000;7.1150000;1.26;275.3262;10.5934;"BD+40 2790 b, TOI-2076.01";"8/21/24";"G-B: High resolution IR";2207.13099;"{"He":"Detection"}";;"No";"1.01 ± 0.05% absorption in a young planet. Signal redshifted and it has a visually distinguishable secondary peak."
"TOI-2134 b";"Confirmed";0.02873;0.24;"Warm";9.2292005;0.078;"TOI-2134";22.62;4406.0;0.77;665.0;8.9;6.7760000;6.0910000;1.26;132.6811;11.3497;;"10/23/23";"G-B: High resolution IR";2308.02002;"{"He":"Detection"}";;"No";"Absorption peak of 0.37 ± 0.05%, and an equivalent width of 3.3 ± 0.3 mA with kECK/NIRSPEC"
"TOI-2136 b";"Confirmed";0.0148;0.1865;"Temperate";7.85191;0.054;"TOI-2136";33.36;3342.0;0.34;378.0;14.0;10.1840000;9.3430000;1.26;73.3465;1.429;;"4/21/22";"G-B: High resolution IR";2202.10182;"{"He":"Upper limit"}";;"No";"Upper limit with IRD of 1.44% absorption or 7.8 mA EW."
"TOI-270 d";"Confirmed";0.0132;0.19;"Temperate";11.38014;0.0733;"TOI-270";22.453;3386.0;0.38;340.0;12.6;9.0990000;8.2510000;1.26;103.1975;1.1477;;"6/20/24";"HST WFC3";2211.15576;"{"H2O":"Detection"}";;"No";
"TOI-270 d";"Confirmed";0.0132;0.19;"Temperate";11.38014;0.0733;"TOI-270";22.453;3386.0;0.38;340.0;12.6;9.0990000;8.2510000;1.26;103.1975;1.1477;;"6/20/24";"JWST-NIRSpec";2403.03244;"{"CO2":"Detection","CH4":"Detection"}";;"No";"Hints of CS2 and H2O"
"TOI-270 d";"Confirmed";0.0132;0.19;"Temperate";11.38014;0.0733;"TOI-270";22.453;3386.0;0.38;340.0;12.6;9.0990000;8.2510000;1.26;103.1975;1.1477;;"6/20/24";"JWST-NIRSpec";2403.03325;"{"CH4":"Detection","CO2":"Detection","H2O":"Detection"}";;"No";"potential signatures of SO2 at 4.0μm and CS2 at 4.6μm"
"TOI-3362 b";"Confirmed";4.0;1.2;"Hot Jupiter";18.095367;0.155;"TOI-3362";370.85;6532.0;1.83;1082.279237179;10.86;9.9440000;9.6930000;1.15;7.2831;19.0566;"TIC-464300749 b, HD 300730 b";"9/8/23";"G-B: High resolution visible";2406.08558;"{"H2O":"Upper limit"}";;"No";"One transit with ESPRESSO"
"TOI-3757 b";"Confirmed";0.2684;1.07;"Warm Jupiter";3.438753;0.03845;"TOI-3757";177.4;3913.0;0.62;759.0;15.0;12.0000000;11.1520000;1.15;182.4002;55.975;;"3/15/22";"G-B: High resolution IR";2203.07178;"{"He":"Upper limit"}";;"No";"Upper limit with HPF of 6.9% excess absorption."
"TOI-421 b";"Confirmed";0.05107;0.4612;"Warm";16.06815;0.1182;"TOI-421";74.7969000;5325.00;0.87;697.0;9.9310000;8.5470000;8.0710000;1.15;175.5878;11.9474;;"4/22/20";"JWST-NIRISS";2501.01498;"{"H2O":"Detection","SO2":"Upper limit","CO":"Upper limit"}";;"No";"0.83–5 µm JWST transmission spectrum. Hints of SO2, CO"
"TOI-4481 b";"Confirmed";0.006;0.11874;"Hot";0.9263237;0.01406;"TOI-4481";12.0641;3600.0;0.4144;940.0;;;;0.19;;;"GJ 806 b";"1/18/23";"G-B: High resolution IR";2301.06873;"{"H":"Upper limit","He":"Upper limit"}";;"No";"Upper limits on Halpha and He I with CARMENES"
"TOI-503 b";"Confirmed";53.6;1.29;"Jupiter";3.6775;;"TOI-503";;7639.0;1.79;;9.4;;;1.15;;;;"9/19/19";"TESS";"2020AJ....160..155W";"[]";0;"Yes";"Ellipsoidal distortion and Doppler boosting from the star detected. Upper limit on secondary eclipse depth."
"TOI-5205 b";"Confirmed";1.08;1.035;"Warm Jupiter";1.630757;0.0199;"TOI-5205";86.865;3439.0;0.394;737.0;15.0;11.9260000;11.0060000;1.15;102.0635;151.7514;;"9/23/22";"JWST-NIRSpec";2502.06966;"{"CH4":"Detection","H2S":"Detection","Molecular ratios: C\/O, etc...":"Detection"}";;"No";
"TOI-5398 b";"Confirmed";0.1847;1.008;"Hot Jupiter";10.590547;0.098;"TOI-5398";130.8550000;6000.00;1.053;947.0;10.0590000;9.0260000;8.7130000;1.15;377.0561;53.1865;;"4/4/24";"G-B: High resolution IR";2410.15917;"{"H":"Detection","He":"Detection","Na":"Detection"}";;"No";
"TOI-674 b";"Confirmed";0.0739;0.4693;"Warm";1.977143;0.0231;"TOI-674";46.16;3505.0;0.421;661.0;14.2;10.3590000;9.4690000;1.15;224.7722;40.2249;;"6/3/21";"HST WFC3";2201.04197;"{"H2O":"Detection"}";0;"No";"Increased absorption at 1.4 μ m due to water vapor at 2.1 sigma only"
"TOI-677 b";"Confirmed";1.234;1.17;"Hot Jupiter";11.2365985;0.1038;"TOI-677";143.0;6295.0;1.28;1252.0;9.7;8.7220000;8.4290000;1.15;90.8291;91.634;;"2/13/24";"G-B: High resolution visible";2406.08558;"{"H2O":"Upper limit"}";;"No";"One transit with ESPRESSO"
"TOI-741.01";"PC";0.0017102893286844;0.077489910714286;"Warm";7.5768334;;;10.4540000;3766.000;0.5300000;629.0000000;;;;0.19;;;;"4/12/23";"JWST-NIRCam";2401.06043;"{"Featureless spectra":"Detection"}";;"No";"Transmission spectra is consistent with a flat line."
"TOI-764.01";"APC";2.2949373662998;3.0040067767857;"Hot Jupiter";5.6316663;;;789.3410000;6632.000;2.7821200;1871.3755219;;;;1.15;;;;"1/24/23";"TESS";2009.10432;"[]";;"Yes";
"TOI-776 b";"Confirmed";0.01466;0.1633;"Warm";8.24664;0.0652;"TOI-776";27.19;3709.0;0.538;513.0;11.5;8.4830000;7.6150000;1.26;58.9723;2.9218;;"9/18/20";"JWST-NIRSpec";2501.14596;"{"Featureless spectra":"Detection"}";;"No";"Flat line is preferred model. Constains on the metalicity."
"TOI-824 b";"Confirmed";0.058104;0.26104;"Hot";1.392978;0.02177;"TOI-824";63.71;4616.0;0.68;1.25300000000e+03;11.1;9.1450010;8.4320000;1.28;69.5918;23.3768;;"8/28/20";"Spitzer";2211.11793;"[]";0.26;"No";"Albedo <0.26"
"TOI-836 b";"Confirmed";0.01425;0.15202;"Hot";3.81673;0.0422;"TOI-836";27.504;4552.0;0.665;871.0;9.9;7.5800000;6.8040000;1.26;82.439;8.4202;"HIP 73427 b";"8/16/22";"JWST-NIRSpec";2404.00093;"{"Featureless spectra":"Detection"}";;"No";"TOI-836b does not have an H2-dominated atmosphere"
"TOI-836 b";"Confirmed";0.01425;0.15202;"Hot";3.81673;0.0422;"TOI-836";27.504;4552.0;0.665;871.0;9.9;7.5800000;6.8040000;1.26;82.439;8.4202;"HIP 73427 b";"8/16/22";"G-B: High resolution IR";2409.08318;"{"He":"Upper limit"}";;"No";
"TOI-836 c";"Confirmed";0.0302;0.2308;"Warm";8.59545;0.075;"TOI-836";27.504;4552.0;0.665;665.0;9.9;7.5800000;6.8040000;1.26;103.9321;9.7357;"HIP 73427 c";"8/16/22";"JWST-NIRSpec";2404.01264;"{"Featureless spectra":"Detection"}";;"No";
"TOI-836 c";"Confirmed";0.0302;0.2308;"Warm";8.59545;0.075;"TOI-836";27.504;4552.0;0.665;665.0;9.9;7.5800000;6.8040000;1.26;103.9321;9.7357;"HIP 73427 c";"8/16/22";"G-B: High resolution IR";2409.08318;"{"He":"Detection"}";;"No";
"TOI-910.01";"PC";0.0021833028452013;0.082959571428571;"Warm";2.0290882;;;12.4814000;3194.000;0.2874970;552.8129815;;;;0.19;;;;"11/16/21";"JWST-NIRSpec";2301.04191;"{"Featureless spectra":"Detection"}";;"No";
"TOI-942 c";"Confirmed";2.501;0.5166;"Warm";10.15643;0.0847;"TOI-942";153.2732;4969.0;0.893;778.01232332375;12.0;10.2310000;9.6390000;1.15;2.4583;10.0088;;"3/26/21";"G-B: High resolution visible";2408.07788;"{"H":"Detection"}";;"No";"Partial transit, confirmation needed"
"TRAPPIST-1 b";"Confirmed";0.0027;0.09689;"Warm";1.51087081;0.01111;"TRAPPIST-1";12.1;2560.0;0.117;503.0;18.798;11.3540000;10.296;0.19;55.7344;9.7187;;"3/24/24";"JWST-MIRI";2412.11627;"[]";;"No";"Data consistent with an airless planet model or a thick, pure-CO2 atmosphere with photochemical hazes."
"TRAPPIST-1 b";"Confirmed";0.0027;0.09689;"Warm";1.51087081;0.01111;"TRAPPIST-1";12.1;2560.0;0.117;503.0;18.798;11.3540000;10.296;0.19;55.7344;9.7187;;"3/24/24";"G-B: High resolution IR";2106.11444;"{"He":"No detection"}";0;"No";
"TRAPPIST-1 b";"Confirmed";0.0027;0.09689;"Warm";1.51087081;0.01111;"TRAPPIST-1";12.1;2560.0;0.117;503.0;18.798;11.3540000;10.296;0.19;55.7344;9.7187;;"3/24/24";"JWST-MIRI";2303.14849;"{"CO2":"No detection"}";;"No";"Little or no planetary atmosphere redistributing radiation from the host star"
"TRAPPIST-1 b";"Confirmed";0.0027;0.09689;"Warm";1.51087081;0.01111;"TRAPPIST-1";12.1;2560.0;0.117;503.0;18.798;11.3540000;10.296;0.19;55.7344;9.7187;;"3/24/24";"JWST-NIRISS";2309.07047;"{"Featureless spectra":"Detection"}";;"No";"Strong detection of stellar activity contamination"
"TRAPPIST-1 c";"Confirmed";0.00434;0.09421;"Temperate";2.4218233;0.01521;"TRAPPIST-1";12.1;2560.0;0.117;341.9;18.798;11.3540000;10.296;0.19;21.6662;1.7484;;"6/20/23";"JWST-NIRSpec";2412.16541;"{"Featureless spectra":"Detection"}";;"No";"This method enables epoch-specific stellar contamination corrections"
"TRAPPIST-1 c";"Confirmed";0.00434;0.09421;"Temperate";2.4218233;0.01521;"TRAPPIST-1";12.1;2560.0;0.117;341.9;18.798;11.3540000;10.296;0.19;21.6662;1.7484;;"6/20/23";"JWST-MIRI";"2023arXiv230610150Z";"[]";;"Yes";
"TRAPPIST-1 c";"Confirmed";0.00434;0.09421;"Temperate";2.4218233;0.01521;"TRAPPIST-1";12.1;2560.0;0.117;341.9;18.798;11.3540000;10.296;0.19;21.6662;1.7484;;"6/20/23";"JWST-NIRISS";2409.19333;"{"Featureless spectra":"Detection"}";;"No";"Limits on the posible atmospheric compositions"
"TRAPPIST-1 e";"Confirmed";0.002;0.0819;"Temperate";6.099615;0.02817;"TRAPPIST-1";12.1;2560.0;0.117;251.3;18.798;11.3540000;10.296;0.19;22.7037;0.209;"2MASS J23062928-0502285 e";"11/23/22";"G-B: High resolution IR";2106.11444;"{"He":"Theoretical prediction"}";0;"No";
"TRAPPIST-1 f";"Confirmed";0.0021;0.09323;"Temperate";9.20669;0.0371;"TRAPPIST-1";12.1;2560.0;0.117;219.0;18.798;11.3540000;10.296;0.19;27.7955;0.0972;;"11/23/22";"G-B: High resolution IR";2106.11444;"{"He":"No detection"}";0;"No";
"TRAPPIST-1 g";"Confirmed";0.00422;0.1005;"Temperate";12.35294;0.0451;"TRAPPIST-1";12.1;2560.0;0.117;198.6;18.798;11.3540000;10.296;0.19;15.7126;0.0499;;"11/23/22";"HST WFC3";"2019AJ....157...11W";"{"Featureless spectra":"Detection"}";;"No";
"TRAPPIST-1 h";"Confirmed";0.001041;0.0674;"Temperate";20.0;0.063;"TRAPPIST-1";12.1;2560.0;0.117;168.0;18.798;11.3540000;10.296;0.19;16.2525;0.0045;;"7/24/19";"HST WFC3";2112.05510;"{"Featureless spectra":"Upper limit"}";0;"No";"IR observations with HST/WFC3 G141. Flat line is the best retrieval model."
"TRAPPIST-1 h";"Confirmed";0.001041;0.0674;"Temperate";20.0;0.063;"TRAPPIST-1";12.1;2560.0;0.117;168.0;18.798;11.3540000;10.296;0.19;16.2525;0.0045;;"7/24/19";"HST WFC3";2203.13698;"{"Featureless spectra":"Detection"}";0;"No";
"TrES-1 b";"Confirmed";0.761;1.099;"Hot Jupiter";3.0300722;0.0393;"TrES-1";157.0;5230.00;0.85;1172.8658238635;11.79;10.2940000;9.8190000;1.15;125.7236;106.2879;"TrES-1";"10/29/18";"Spitzer";"2014ApJ...797...42C";"[]";;"Yes";
"TrES-1 b";"Confirmed";0.761;1.099;"Hot Jupiter";3.0300722;0.0393;"TrES-1";157.0;5230.00;0.85;1172.8658238635;11.79;10.2940000;9.8190000;1.15;125.7236;106.2879;"TrES-1";"10/29/18";"Spitzer";"2005ApJ...626..523C";"[]";0.31;"No";"Thermal emission. Assuming black body, T=1060"
"TrES-2 A b";"Confirmed";1.253;1.189;"Hot Jupiter";2.4706133738;0.03555;"TrES-2 A";220.0;5850.0;1.0;1455.0;11.41;;;1.15;;;"TrES-2, TrES-2 A b, Kepler-1 b";"4/20/20";"Spitzer";"2010ApJ...710.1551O";"{"Featureless spectra":"Detection"}";;"No";
"TrES-2 A b";"Confirmed";1.253;1.189;"Hot Jupiter";2.4706133738;0.03555;"TrES-2 A";220.0;5850.0;1.0;1455.0;11.41;;;1.15;;;"TrES-2, TrES-2 A b, Kepler-1 b";"4/20/20";"HST-Other";"2014ApJ...797...42C";"{"Featureless spectra":"Detection"}";;"No";
"TrES-3 b";"Confirmed";1.91;1.305;"Hot Jupiter";1.30618608;0.0226;"TrES-3";231.3370000;5720.0;0.813;1654.3238733504;12.4;11.0150000;10.6080000;1.15;92.776;187.5688;"TrES-3";"9/13/22";"Spitzer";2408.13308;"[]";0.5;"Yes";"Dayside and nightside temperatures from phase curve at 4.5 um."
"TrES-3 b";"Confirmed";1.91;1.305;"Hot Jupiter";1.30618608;0.0226;"TrES-3";231.3370000;5720.0;0.813;1654.3238733504;12.4;11.0150000;10.6080000;1.15;92.776;187.5688;"TrES-3";"9/13/22";"G-B: Low resolution visible";2209.06680;"[]";1;"No";"Geometric albedo in Johnson B and Johnson V, respectively: 0.11 ± 0.12 and 0.04 ± 0.26"
"TrES-4 b";"Confirmed";0.917;1.706;"Hot Jupiter";3.5539268;0.05084;"TrES-4";479.0;6200.0;1.798;1777.940476941;11.592;10.5830000;10.3300000;1.15;115.7454;76.0378;"TrES-4";"10/29/18";"G-B: Low resolution visible";2305.19441;"{"Featureless spectra":"Detection"}";;"No";
"TYC 8998-760-1 b";"Confirmed";14.0;3.0;"Hot Jupiter";;162.0;"TYC 8998-760-1";94.6;4573.0;;1727.0;11.13;9.0720000;8.3920000;1.15;;;"YSES 1 b";"9/26/24";"G-B: High resolution IR";2107.06297;"{"Isotopic fractions":"Detection"}";0;"No";
"ups And b";"Confirmed";0.62;1.6296235737175;"Hot Jupiter";4.61711;0.059;"ups And";13.47;6212.0;1.631;1574.946757955;4.09;3.1750000;2.8590000;1.15;4868.8475;2159.4555;"HD 9826 b";"8/16/19";"G-B: High resolution IR";1707.01534;"{"CO":"Upper limit","H2O":"Detection","CH4":"Upper limit"}";0;"No";
"V 1298 Tau b";"Confirmed";2.2;0.8217;"Warm Jupiter";24.1382;0.1688;"V 1298 Tau";108.5;4970.0;1.305;677.0;10.1;;;1.15;;;;"11/19/21";"G-B: High resolution IR";2108.05358;"{"He":"No detection"}";0;"No";
"V 1298 Tau b";"Confirmed";2.2;0.8217;"Warm Jupiter";24.1382;0.1688;"V 1298 Tau";108.5;4970.0;1.305;677.0;10.1;;;1.15;;;;"11/19/21";"G-B: High resolution IR";2110.10689;"{"He":"No detection"}";;"No";"Pre and post transit spectra from different nights than transit. Tentative absorption."
