,P_NAME,P_RADIUS,P_TEMP_EQUIL,P_ESCAPE,P_ECCENTRICITY,S_DISTANCE,S_LUMINOSITY,S_HZ_OPT_MIN,S_HZ_OPT_MAX,P_ESI,S_TEMPERATURE,S_AGE,P_GRAVITY,P_DENSITY
4955,Kepler-443 b,2.33,246.8696,1.6100542,0.11,802.271,0.21677041,0.36918864,0.90300157,0.71460424,4723,3.2,1.1125642,0.47749538
4956,Kepler-33 c,3.2,1017.4399,0.349106,0,1209.16,3.5974934,1.4126033,3.3173791,0.20665889,5904,4.27,0.038085937,0.011901855
4957,Kepler-398 b,0.93,761.41841,0.89742763,0,177.355,0.15452544,0.31443245,0.77709427,0.3099155,4493,2.34,0.86599607,0.93117857
4958,Kepler-439 b,2.24,296.36102,1.5881818,0.03,757.048,0.58076442,0.58362015,1.3891812,0.65872447,5431,7.2,1.1260364,0.5026948
4959,Kepler-370 b,1.59,1100.0257,1.4075269,0,1167.94,1.0139114,0.75229977,1.7689968,0.27873224,5852,0.4,1.245995,0.78364466
4960,Kepler-1464 c,1,1393.8288,0.9859006,0,1151.73,2.6915348,1.2275003,2.8881754,0.29446936,5828,3.89,0.972,0.972
4961,Kepler-1152 b,0.87,907.18796,0.82350526,0,215.233,0.079983426,0.22956369,0.58208669,0.29990374,3964,3.47,0.77949531,0.89597162
4962,Kepler-1376 b,1.05,999.99797,1.0510765,0,868.056,0.84918048,0.69648692,1.6463004,0.29861167,5659,4.68,1.0521542,1.0020516
4963,Kepler-1033 b,2.51,858.83035,1.6519938,0,1455.5,0.7481695,0.658048,1.5606093,0.24020289,5547,5.01,1.0872843,0.43318101
4964,Kepler-1093 b,1.95,808.72293,1.5123424,0,1072.88,2.8840315,1.244748,2.9062206,0.27024276,6166,2.95,1.1729126,0.60149362
4965,Kepler-1304 b,2.29,1061.445,1.5996725,0,2176.08,4.3551187,1.6133187,3.8627354,0.24483184,5259,4.68,1.1174463,0.4879678
4966,BD-08 2823 c,12.5,214.9591,2.884441,0.19,41.3342,0.23659197,0.38533368,0.94154701,0.35783763,4746,4.5,0.6656,0.053248
4967,Kepler-1598 b,0.95,1085.0366,0.92281035,0,619.862,0.91411324,0.71050741,1.6671191,0.2969431,5940,3.8,0.89639889,0.94357778
4968,Kepler-736 b,2.93,1006.6484,1.7438336,0,1005.43,0.44668359,0.51782574,1.2416903,0.21740712,5217,4.27,1.0378688,0.35422144
4969,Kepler-708 b,2.93,1260.7963,1.7438336,0,1394.22,1.0889301,0.78716118,1.8588891,0.21433806,5692,4.37,1.0378688,0.35422144
4970,Kepler-697 b,4.13,1157.0157,1.9682713,0,1277.33,0.94406088,0.74064143,1.7583313,0.17449681,5513,4.37,0.93803681,0.22712756
4971,Kepler-727 b,2.53,908.35035,1.6562255,0,831.842,0.4819478,0.53135646,1.2643676,0.23730076,5441,4.79,1.0842225,0.42854646
4972,Kepler-587 b,2.23,719.91502,1.58468,0,787.894,0.57809605,0.57837211,1.3715682,0.26371753,5549,4.79,1.1261035,0.50497914
4973,Kepler-622 b,2.13,495.94131,1.559463,0,284.761,0.1374042,0.29918267,0.74978072,0.33405838,4201,3.47,1.1417488,0.53603229
4974,Kepler-325 d,2.79,468.96277,1.7143711,0,823.242,0.55590426,0.56041343,1.3212368,0.31869479,5752,8.2,1.0534294,0.37757327
4975,Kepler-1884 b,1.814,1027.8302,1.4756383,0,1443.09,1.8923436,1.0195381,2.3897574,0.26900881,5984,0.3,1.2003904,0.66173674
4976,Kepler-177 c,8.73,567.63275,1.297632,0,1435.44,1.7378008,0.99203816,2.3401124,0.13938902,5732,1.8,0.19288073,0.022094013
4977,Kepler-203 c,2.47,1088.7666,17.424214,0,703.302,1.2416523,0.83407539,1.9628431,0.2359491,5821,0.5,122.91629,49.763681
4978,Kepler-1090 b,2.25,293.58551,1.5902481,0,858.77,0.71449633,0.6512858,1.5559774,0.66507003,5321,4.37,1.1239506,0.49953361
4979,Kepler-1090 c,3.293,491.13907,1.8193547,0,858.77,0.71449633,0.65096679,1.5547336,0.28112869,5330,14,1.0051781,0.30524693
4980,Kepler-169 b,1.13,957.34773,1.1559772,0,406.529,0.31915379,0.44255919,1.0701294,0.29861868,4997,13.8,1.1825515,1.0465057
4981,Kepler-174 b,1.96,580.22937,1.5152288,0,384.757,0.26915348,0.40862361,0.99278569,0.30464796,4880,4.9,1.1713869,0.59764639
4982,Kepler-251 d,2.77,540.83404,1.7100257,0,924.625,0.67297666,0.62486129,1.4828626,0.27834064,5526,3.63,1.0556634,0.38110593
4983,GJ 422 b,3.33,247.37666,1.823273,0.11,12.6631,0.010990058,0.085917481,0.22489554,0.61758603,3323,,0.99829559,0.29978847
4984,Kepler-781 b,2.89,639.75342,1.7350448,0,1064.47,0.4130475,0.49936998,1.1998556,0.24489197,5162,4.9,1.0416542,0.36043398
4985,Kepler-643 b,10.16,936.6006,5.6209701,0.37,1063.58,3.0060763,1.3638719,3.3098087,0.090533414,4908,12.02,3.1097741,0.30608013
4986,Kepler-636 b,4.45,596.6787,2.0167835,0,310.301,0.42266861,0.50408232,1.2093507,0.20117549,5203,5.01,0.91402601,0.2053991
4987,Kepler-903 c,2.53,571.93443,1.6562255,0,1369.24,2.3173946,1.1490039,2.7141484,0.27815136,5682,4.79,1.0842225,0.42854646
4988,Kepler-256 c,2.15,1160.7627,1.565619,0,1026.43,0.87297137,0.71065218,1.685158,0.25031768,5551,9.55,1.1400757,0.53026778
4989,Kepler-1599 b,1.62,421.39665,1.4185717,0,1328.2,1.7418069,0.99110066,2.3356874,0.43419737,5767,4.27,1.2421887,0.76678314
4990,Kepler-199 b,3.11,606.06774,1.7796636,0,521.054,0.79983426,0.67654619,1.5998564,0.24298013,5644,1.45,1.0183931,0.32745759
4991,Kepler-170 c,2.86,681.88959,1.7290201,0,738.657,0.88104887,0.70859614,1.67397,0.23933216,5679,1.8,1.0452834,0.3654837
4992,Kepler-1565 b,1.19,1186.0177,1.2332917,0,629.93,0.27289778,0.41033168,0.99447966,0.29322924,4940,5.62,1.2781583,1.0740826
4993,Kepler-553 b,4.63,996.38465,2.0469648,0,728.525,0.54827696,0.57221357,1.3696987,0.16370745,5266,2.88,0.9049816,0.19546039
4994,Kepler-1147 b,2.61,940.77987,1.6746933,0,1657.36,1.7179084,0.97396231,2.2852296,0.23265813,5941,3.8,1.0745585,0.41170824
4995,HD 82943 c,13.4,327.48667,6.8163708,0.3663,27.5902,1.5631476,0.92939618,2.180975,0.29416446,5935,2.35,3.4673814,0.2587598
4996,HU Aqr AB b,12.8,,12.103709,0,192.19808,,,,,5952,,11.445294,0.89416361
4997,Kepler-1026 b,2.21,401.64871,1.5804232,0,351.239,0.24154608,0.38589908,0.93496107,0.42442399,4948,4.57,1.130198,0.51140181
4998,Kepler-837 b,2.56,644.37205,1.6630168,0,901.907,0.53579666,0.56144961,1.3376389,0.258744,5403,3.98,1.0803223,0.42200089
4999,HD 75784 b,13.8,387.26106,4.799079,0.097,85.4321,5.7016427,1.8818105,4.574494,0.21922245,4867,4,1.6689246,0.12093656
5000,CoRoT-8 b,6.39,806.1752,3.3078841,0,322.037,0.39810717,0.49228731,1.1865128,0.13603342,5080,3,1.7123783,0.26797782
5001,Kepler-69 c,1.71,300.76335,1.4448942,0.14,730.625,0.79983426,0.67678537,1.6007,0.70366857,5638,9.8,1.2208885,0.71396987
5002,K2-356 b,2.29,553.57374,1.5996725,,355.54,0.57016427,0.57375843,1.3598417,0.29663887,5568,,1.1174463,0.4879678
5003,K2-357 b,3.72,644.04425,1.8979332,,517.687,0.85901352,0.69488445,1.636434,0.2129779,5794,,0.96832004,0.26030109
5004,K2-392 b,1.85,774.70578,1.4850607,,406.985,1.1168632,0.79558036,1.8769982,0.27776009,5726,,1.192111,0.64438434
5005,Kepler-1266 b,2.58,456.86184,1.6682163,0,849.312,0.29512092,0.42460701,1.0248192,0.33920975,5044,5.13,1.0786611,0.41808571
5006,Kepler-1600 c,1.942,798.43598,1.5103488,0,1030.81,0.45814189,0.52707464,1.2684672,0.27132995,5119,4.68,1.1746413,0.60486165
5007,Kepler-1424 b,1.16,690.20249,1.1926499,0,661.421,1.8663797,1.0215485,2.4029773,0.31664746,5838,5.25,1.2262188,1.0570852
5008,Kepler-604 b,2.59,644.83703,1.6696241,0,1026.49,1.2359474,0.82868555,1.9467661,0.25726422,5890,3.72,1.0763107,0.41556399
5009,Kepler-1455 b,2.16,284.92562,1.5679073,0,357.621,0.07227698,0.21768227,0.54892377,0.69727869,4075,4.17,1.1381173,0.52690615
5010,K2-64 b,2.07,894.85854,1.5448215,,499.891,0.5834451,0.58882164,1.407183,0.25988216,5312,,1.1528857,0.55694962
5011,K2-73 b,2.45,964.16358,1.6375691,,269.183,1.191242,0.81197872,1.9060308,0.23929633,5922,,1.0945439,0.44675263
5012,Kepler-222 c,4.64,695.15078,2.0447578,0,758.854,0.45919801,0.51889737,1.2350422,0.17935184,5433,0.7,0.90108502,0.19419936
5013,Kepler-1802 b,1.671,581.32729,1.4327118,0,636.694,0.11885022,0.27791401,0.6949889,0.31958864,4245,13.9,1.228404,0.73513106
5014,Kepler-1820 b,3.119,567.58246,1.7815988,0,1425.39,0.95060479,0.7289205,1.7145004,0.25342233,5841,0.4,1.0176641,0.32627896
5015,Kepler-1831 b,1.97,969.90469,1.5180805,0,1053.49,0.90157114,0.70033987,1.6386673,0.26250003,6063,0.3,1.1698317,0.59382322
5016,Kepler-1833 b,1.3,1179.8384,1.3126602,0,591.602,2.7352687,1.2123675,2.8307327,0.28994441,6164,2.57,1.3254438,1.0195721
5017,Kepler-1835 b,3.534,843.8245,1.858004,0,1404.38,1.1967405,0.81479178,1.9135161,0.20010081,5903,4.8,0.97684743,0.2764141
5018,Kepler-1292 b,1.82,1148.5446,1.4769288,0,1493.43,0.81096106,0.68474894,1.6234867,0.2668834,5556,4.68,1.1985267,0.65853118
5019,Kepler-1021 b,2.33,671.18067,1.6100542,0,810.082,0.51522864,0.54970575,1.3084554,0.26520208,5431,4.68,1.1125642,0.47749538
5020,HD 102329 c,13.5,416.49656,5.9820819,0.209,217.107,38.459178,4.8953573,11.918634,0.18662569,4830,1.6,2.6507632,0.19635283
5021,Kepler-165 b,2.32,723.49155,1.6068281,0,560.885,0.33728731,0.45011144,1.0795539,0.25890404,5211,10.5,1.1128864,0.47969243
5022,Kepler-156 c,2.55,578.10507,1.6615608,0,443.483,0.36307805,0.46980368,1.1317144,0.27522905,5094,5.37,1.0826605,0.42457275
5023,Kepler-1581 b,0.8,1228.9091,0.73908727,0,493.175,2.4603676,1.1598347,2.7162591,0.29113212,6022,4.17,0.6828125,0.85351562
5024,Kepler-234 b,3.7,1462.4119,1.8888006,0,1733.1,1.7378008,0.96283527,2.245461,0.18564827,6224,3.47,0.96420745,0.26059661
5025,Kepler-239 c,2.51,374.35386,1.6519938,0,648.109,0.33496544,0.45515015,1.1042741,0.45067438,4914,3.31,1.0872843,0.43318101
5026,Kepler-226 c,2.27,921.7979,4.4622746,0,980.138,0.57676646,0.5769702,1.36733,0.24907454,5571,0.5,8.7717596,3.8642113
5027,Kepler-1533 b,3.46,380.10129,1.8467281,0,966.801,4.5919801,1.5458713,3.5921247,0.38948648,6431,2.19,0.98566608,0.28487459
5028,Kepler-1627 b,3.69,843.80914,1.8913582,0,317.437,0.49773708,0.53986858,1.2844558,0.19492522,5445,4.68,0.96944059,0.26272103
5029,Kepler-395 b,1.03,518.72215,1.0239842,0,421.382,0.063973484,0.20379865,0.50922624,0.37054234,4262,1.6,1.0180036,0.98835299
5030,HD 99706 b,13.7,357.30712,5.3418257,0.25,146.6,15.417005,3.0950845,7.5254137,0.25426023,4862,2.1,2.0828542,0.15203315
5031,EPIC 201238110 b,1.87,291.50182,1.4915089,,159.259,0.031045596,0.14394897,0.37194143,0.71610717,3587,,1.1896251,0.63616315
5032,HIP 4845 b,3.89,333.51697,1.9240061,0.25,21.0974,0.092469817,0.24658755,0.62382205,0.44792923,4010,,0.95161941,0.24463224
5033,Kepler-710 b,1.88,1296.236,1.492891,0,1448.34,1.840772,1.028347,2.4341174,0.26263463,5611,4.17,1.1854912,0.63058041
5034,Kepler-308 b,2.12,794.28883,1.5570897,0,1335.92,0.76559661,0.65201536,1.5315402,0.26263168,5895,0.5,1.1436454,0.53945539
5035,Kepler-235 e,2.22,292.69136,1.5825626,0,428.018,0.079067863,0.22661457,0.56642782,0.67069003,4255,6,1.1281552,0.50817801
5036,Kepler-267 b,1.98,652.75296,4.3750902,0,264.993,0.059020108,0.19577211,0.48926531,0.28602336,4258,3.31,9.6673809,4.8825156
5037,Kepler-304 d,2.75,615.25438,1.7056057,0,434.684,0.21777098,0.36991839,0.9044705,0.25607812,4731,2.09,1.0578512,0.38467318
5038,Kepler-584 b,4.21,719.51039,1.979707,0,1848.84,3.3113112,1.3314226,3.1068002,0.1880006,6195,2.88,0.93093584,0.2211249
5039,Kepler-436 b,2.73,291.58181,1.7011093,0.19,588.867,0.19906733,0.35481104,0.8705998,0.61818164,4651,3,1.0599901,0.38827475
5040,GJ 685 b,2.95,337.79256,1.7466675,0,14.3155,0.055847019,0.19237645,0.49141644,0.49748349,3816,,1.0341856,0.35057138
5041,HD 202696 b,13.354278,447.66233,6.892353,0.011,188.546,23.388372,3.7806961,9.1264055,0.16418226,5040,1.32,3.5572519,0.26637547
5042,HD 106906 b,12.4,15.386613,16.790935,,103.029,5.6234133,1.702235,3.9503167,0.071636947,6516,0.013,22.736733,1.8336075
5043,Kepler-466 c,1.25,1136.6408,1.2961481,0,530.122,0.85703785,0.6885135,1.6160153,0.29207888,5927,3.47,1.344,1.0752
5044,Kepler-34 b,8.564,269.03516,2.857343,0.182,1800.82,1.4893611,0.90841125,2.1328596,0.43423457,5913,,0.95334063,0.11131955
5045,Kepler-389 c,1.46,570.69408,1.3674293,0,816.559,0.3047895,0.4240937,1.0113016,0.33364301,5376,4.68,1.2807281,0.87721102
5046,Kepler-42 b,0.78,523.39223,0.71521917,0.04,40.0595,0.0023988329,0.040243619,0.1066228,0.36193802,3068,4.5,0.65581854,0.840793
5047,Kepler-356 b,1.57,1391.2728,1.4029087,0,707.559,2.8906799,1.2486886,2.9173773,0.27726043,6133,2.54,1.2536006,0.79847169
5048,Kepler-946 b,1.93,869.29233,1.5064628,0,1137.29,1.3614447,0.88157423,2.0834378,0.2679895,5665,4.17,1.1758705,0.60925932
5049,OGLE-2012-BLG-0358L b,13.4,,6.6242431,,1760,,,,,,,3.2746714,0.24437846
5050,POTS-1 b,10.548,705.11922,8.3427705,,747.959,0.081846479,0.22955148,0.56979602,0.10062882,4400,,6.5985798,0.6255764
5051,Kepler-52 d,1.95,336.56118,1.5123424,0,321.542,0.10092529,0.2559699,0.63955417,0.57601114,4263,3.55,1.1729126,0.60149362
5052,HD 121504 b,13.6,494.67311,5.9404106,0.03,41.6592,1.5488166,0.91994847,2.1542198,0.13415369,6027,1.2,2.594741,0.19078978
5053,Kepler-726 b,3.26,565.40162,1.8116867,0,762.081,0.47973345,0.52980549,1.2602286,0.24853206,5452,4.47,1.0068125,0.30883818
5054,Kepler-79 c,3.72,717.22343,1.2593735,0.03,1020.72,2.1978599,1.0861008,2.5354076,0.20298958,6174,3.44,0.42634987,0.11461018
5055,Kepler-739 b,3.32,792.82877,1.8202343,0,1370.65,1.0423174,0.77427255,1.8332602,0.21048412,5601,4.27,0.99796777,0.3005927
5056,Kepler-80 e,1.6,738.00442,1.6066269,0,369.451,0.16982437,0.32908276,0.81153877,0.29358323,4540,2,1.6132812,1.0083008
5057,Kepler-803 b,3.79,565.51538,1.9081826,0,639.771,1.7418069,0.98202817,2.30537,0.22950122,5919,4.9,0.96072848,0.25349036
5058,OGLE-2017-BLG-0482L b,2.95,,1.7466675,,5800,,,,,,,1.0341856,0.35057138
5059,PH2 b,10.12,261.09653,50.124746,0.41,343.863,0.79067863,0.67325706,1.5927719,0.41422066,5629,2.04,248.26977,24.532586
5060,GJ 3779 b,2.75,481.92545,1.7056057,0.07,13.743,0.0086696188,0.076309203,0.19973547,0.31082073,3324,,1.0578512,0.38467318
5061,Kepler-1853 b,1.519,376.65779,1.3864766,0,562.348,0.27415742,0.41347997,1.0070754,0.51517769,4821,14,1.265515,0.83312378
5062,KOI-1257 b,10.54,400.42484,6.6122622,0.772,656,1.0690549,0.78783171,1.8699567,0.16646195,5520,9.3,4.1481984,0.39356721
5063,HIP 78530 b,12,20.581824,24.664414,,136.759,23.334581,3.3496869,7.7195307,0.073769511,10500,0.005,50.694444,4.224537
5064,Kepler-817 b,9.03,1205.5251,2.5819889,0,1484.46,1.2189896,0.82443056,1.9381689,0.09639231,5861,3.55,0.73827981,0.081758561
5065,Kepler-945 b,2.63,572.27424,1.6785382,0,1651.25,1.0568175,0.77426819,1.8271193,0.2732868,5718,4.47,1.0712892,0.40733428
5066,Kepler-875 b,2.9,654.24503,1.7370208,0,1242.62,1.3645831,0.86714591,2.0337865,0.2418805,5958,3.39,1.0404281,0.3587683
5067,Kepler-886 b,1.52,1008.2363,1.3860204,0,711.297,1.1015393,0.772469,1.8060796,0.28361631,6098,3.39,1.2638504,0.83148054
5068,Kepler-911 b,2.6,972.35309,1.6721704,0,556.168,5.0933087,1.6596257,3.8791628,0.23225539,6112,3.55,1.0754438,0.41363223
5069,Kepler-1698 b,1.073,1326.9412,1.0793322,0,222.345,0.30338912,0.4319404,1.0453701,0.29437205,4975.03,,1.0857018,1.0118377
5070,CoRoT-29 b,10.088,1227.7875,5.1749287,0.082,806.507,0.80537844,0.69374049,1.6609494,0.087739955,5260,4.5,2.654628,0.2631471
5071,Kepler-957 b,5.5,822.98857,2.170044,0,824.688,0.34040819,0.45779337,1.108475,0.15051885,4963,2.75,0.85619835,0.15567243
5072,Kepler-999 b,2.34,1330.5345,1.6119214,0,545.063,3.4514374,1.3558453,3.161231,0.2398687,6237,3.09,1.1103806,0.47452162
5073,MOA-2010-BLG-353L b,11.1,,2.7834776,,6430,,,,,,,0.69799529,0.062882459
5074,UZ For b,12.695731,,12.558127,0.04,239.60387,,,,,5286.9,,12.422014,0.97844024
5075,K2-374 b,1.593,1121.8439,1.4084313,,359.439,0.87297137,0.70071812,1.6503894,0.27829306,5789,,1.2452471,0.78169936
5076,K2-397 b,2.417,1107.2778,1.6297808,,199.354,0.71614341,0.64967658,1.5486605,0.23815166,5387,,1.0989596,0.45467919
5077,K2-407 b,1.283,1015.1953,1.3064979,,218.376,0.74644876,0.65668202,1.5566112,0.29302315,5563,,1.3304262,1.0369651
5078,Kepler-1038 c,1.416,786.22466,1.3524408,0,584.136,0.43451022,0.51225857,1.2309608,0.29767511,5159,14,1.2917345,0.91224188
5079,HD 10442 b,13.6,214.54902,5.8949954,0.132,135.374,2.0417379,1.1238138,2.7267935,0.34800605,4912,10.65,2.5552185,0.18788371
5080,HD 128311 c,13,143.59331,9.6247193,0.159,16.3292,0.30760968,0.43513975,1.0535379,0.16445058,4965,0.96,7.1257862,0.5481374
5081,Kepler-1902 b,1.176,682.52623,1.2163847,0,344.337,0.076383578,0.22531631,0.5780716,0.31741389,3729,,1.2581563,1.0698608
5082,tau Cet h,1.19,432.10572,1.2400867,0.23,3.60304,0.49545019,0.54266377,1.2969635,0.43652644,5310,12.12,1.2922816,1.0859509
5083,HD 175541 b,14.1,441.33453,3.6714573,0.11,129.603,8.5901352,2.2942396,5.5440616,0.16467184,5013,1.9,0.9559999,0.067801411
5084,K2-218 b,2.569,877.45605,1.6659529,,394.083,0.99311605,0.7488216,1.7651919,0.2367017,5757,,1.0803422,0.42053023
5085,11 UMi b,12.3,833.83473,19.516127,0.08,125.321,269.15348,13.237171,33.154212,0.081365972,4213,1.56,30.965789,2.5175438
5086,HD 45184 b,3.52,1034.6027,1.8609321,0.07,21.9532,1.1297959,0.79331086,1.864635,0.19492547,5869,6.8,0.98382619,0.27949608
5087,Kepler-1064 b,1.55,587.97294,1.3958464,0,374,0.39719155,0.4899171,1.1775373,0.32360787,5153,3.89,1.2570239,0.81098318
5088,K2-91 b,1.1,688.98132,1.1159993,0.09,62.5785,0.014421154,0.098061045,0.25293331,0.31785123,3622,,1.1322314,1.0293013
5089,K2-154 c,2.07,544.88566,1.5448215,,129.356,0.095940063,0.25066489,0.63140804,0.31173614,4097,,1.1528857,0.55694962
5090,Kepler-1389 b,1.77,301.16212,1.4613669,0,497.093,0.29241524,0.42195065,1.0170654,0.69876202,5078,2.09,1.2065498,0.68166658
5091,Kepler-346 c,3.07,569.1085,1.7720229,0,984.105,0.70307232,0.61958999,1.450684,0.25493167,6033,1.7,1.0228225,0.33316695
5092,Kepler-83 d,1.94,598.15622,3.5609567,0,400.409,0.079067863,0.22363917,0.54881689,0.30039632,4648,3.09,6.536295,3.3692242
5093,Kepler-919 b,2.25,895.39612,1.5902481,0,1119.87,1.4689263,0.89121742,2.0830631,0.25097959,6113,3.02,1.1239506,0.49953361
5094,Kepler-944 b,2.63,509.18043,1.6785382,0,1349.43,0.83560302,0.70091509,1.6695807,0.30010176,5409,4.47,1.0712892,0.40733428
5095,Kepler-1712 b,2.284,430.03701,1.5976669,0,156.264,0.06622165,0.20978363,0.53814019,0.38258046,3732,13.8,1.1175742,0.48930568
5096,Kepler-1738 b,2.825,908.91693,1.7212878,0,1302.87,0.98855309,0.73334587,1.7158953,0.22434922,6063,0.3,1.04879,0.37125311
5097,Kepler-1642 b,3.2,632.99875,1.7940875,0,413.873,0.39355008,0.48246362,1.151307,0.23359488,5355,4.47,1.0058594,0.31433105
5098,Kepler-415 c,2.01,607.93522,1.5291529,0,530.487,0.15667511,0.31798284,0.79072692,0.29411768,4362,4.9,1.1633375,0.5787749
5099,Kepler-431 d,1.11,1049.6429,1.1270627,0,486.546,3.1477483,1.3133284,3.0769816,0.29681558,6004,4.34,1.1443876,1.0309798
5100,Kepler-329 c,1.93,433.32175,1.5064628,0,439.719,0.10690549,0.26348941,0.65853342,0.40021119,4257,3.47,1.1758705,0.60925932
5101,Kepler-971 b,2.13,745.75634,1.559463,0,338.522,0.50234259,0.54278805,1.2919893,0.26606162,5431,4.47,1.1417488,0.53603229
5102,DMPP-1 b,5.29,800.64259,2.1419388,0.083,62.5388,2.0892961,1.0575223,2.4676209,0.15584064,6196,2.01,0.8672782,0.16394673
5103,GJ 180 b,2.43,283.51277,1.6342527,0.07,11.9407,0.013001696,0.093401973,0.24391761,0.66909381,3371,,1.0990872,0.45229926
5104,Kepler-341 e,1.99,557.11138,1.5236824,0,1047.03,1.3396767,0.8563696,2.0060146,0.31112031,6012,3.6,1.1666372,0.58624985
5105,Kepler-38 b,4.3,496.80691,5.3265461,0.032,1174.59,3.1045596,1.3345474,3.1577867,0.24305333,5623,10,6.5981612,1.5344561
5106,Kepler-1762 b,2.76,682.3931,1.7078251,0,1663.74,2.1428906,1.0474275,2.428782,0.24357644,6572,0.28,1.0567633,0.38288525
5107,Kepler-200 c,1.59,853.05779,1.4075269,0,665.912,1.0185914,0.76194659,1.8000548,0.28565284,5678,6.3,1.245995,0.78364466
5108,GJ 3293 e,1.63,341.40487,1.418545,0.21,20.1903,0.021978599,0.12130586,0.31531767,0.58304096,3466,,1.2345214,0.75737511
5109,GJ 163 b,3.25,386.68784,1.805973,0.073,15.1285,0.019588447,0.11447253,0.29705697,0.38834652,3500,6,1.0035503,0.30878471
5110,HD 141399 d,13.7,197.75511,5.2321256,0.074,37.0169,1.5885467,0.95591495,2.2634055,0.306046,5600,,1.9981853,0.14585294
5111,HD 93083 b,13.4,294.81917,2.9623256,0.14,28.5159,0.4102041,0.50177931,1.2134231,0.35727843,4995,1,0.65487859,0.048871537
5112,HD 159243 c,13.4,304.01976,6.7132082,0.075,73.3055,1.3001696,0.83795144,1.9581552,0.34496506,6123,1.25,3.3632212,0.25098666
5113,HD 152581 b,13.4,388.37585,6.6580905,0.04,165.76,14.893611,3.0188788,7.2911351,0.22064633,5027,12,3.3082216,0.24688221
5114,HD 102117 b,8.47,719.30273,2.5256909,0.12,39.5792,1.4354894,0.90576511,2.1412212,0.116296,5655,10,0.75314221,0.088918797
5115,HD 195019 b,13,824.67528,9.8643234,0.01,37.6681,2.1527817,1.102896,2.60027,0.078335266,5751,3.2,7.4849905,0.5757685
5116,HR 8799 d,13,75.52634,15.191091,0.6,41.2441,4.9203954,1.5381696,3.5447931,0.079978316,7204.58,0.06,17.751479,1.3654984
5117,TOI-220 b,3.03,731.74318,2.134117,0.032,90.7402,0.54075432,0.56729967,1.3564094,0.22646433,5298,10.1,1.5031206,0.49607941
5118,OGLE-TR-10 b,14.011,1291.7847,3.7501552,0.82,1344.97,1.5417005,0.92215509,2.1632116,0.064990052,5950,3.1,1.0037588,0.071640767
5119,OGLE-2014-BLG-1722L c,11,,2.7584581,,6400,,,,,,,0.69173554,0.062885049
5120,Kepler-1191 b,1.51,923.16782,1.3834404,0,955.536,0.59429216,0.5943987,1.4207084,0.28643159,5308,4.57,1.2674883,0.8393962
5121,K2-258 b,3,771.8032,1.7578396,,661.873,1.8706821,0.99136419,2.3066746,0.22423086,6351,,1.03,0.34333333
5122,Kepler-1063 b,1.49,817.32738,1.3781614,0,343.226,1.4655478,0.89936566,2.1100014,0.29229905,5945,3.39,1.2747174,0.855515
5123,HD 208487 b,14.2,403.50233,3.411507,0.24,45.147,1.7538805,0.97656868,2.2847938,0.1949957,6067,8.15,0.81960425,0.057718609
5124,iot Dra b,12.4,549.35153,17.405811,0.701,31.32832,52.722986,5.805781,14.341203,0.10116896,4504,2.65,24.432439,1.970358
5125,Kepler-1032 b,1.87,919.59396,1.4915089,0,673.01,0.22130947,0.37416638,0.91825597,0.2690377,4647,1.86,1.1896251,0.63616315
5126,K2-221 b,1.679,1309.0079,1.4355314,,318.81,0.86297855,0.69975051,1.6513636,0.27249824,5716,,1.2273677,0.73101117
5127,Kepler-240 b,1.37,859.96166,1.3372813,0,746.927,0.29922646,0.42876478,1.0372702,0.29500273,4985,0.9,1.3053439,0.95280578
5128,Kepler-155 b,2.09,536.42091,1.5498109,0,293.499,0.0616595,0.1985179,0.49028004,0.31435832,4508,2.9,1.1492411,0.54987612
5129,K2-200 b,1.364,1028.9703,1.3347378,,184.131,0.37239171,0.47240919,1.1321319,0.2897906,5233,,1.3061033,0.95755375
5130,K2-211 b,1.3,1702.8407,1.3126602,,272.297,0.41114972,0.49299801,1.176246,0.28760551,5360,,1.3254438,1.0195721
5131,HD 40307 f,2.13,354.80553,1.5624707,0.02,12.9363,0.22961486,0.3761073,0.91094237,0.51678687,4956,4.5,1.1461571,0.53810191
5132,HD 45184 c,2.91,791.62626,1.7399688,0.07,21.9532,1.1297959,0.79331086,1.864635,0.22644081,5869,6.8,1.0403751,0.3575172
5133,K2-190 c,1.093,633.61792,1.1072414,,160.679,0.82035154,0.68569321,1.6220984,0.32816646,5631,,1.1216684,1.0262291
5134,K2-276 b,3.77,561.54762,1.9062928,,488.152,0.39355008,0.48801425,1.1735785,0.23145814,5139,,0.96391306,0.25567986
5135,OGLE-TR-182 b,12.666,1295.8795,5.0341876,0,2501.75,1.7418069,0.98172936,2.3043907,0.071892964,5924,4.3,2.000872,0.15797189
5136,KOI-1599.02,1.9,834.48751,2.1764288,0.0114,1131.64,1.4521116,0.90134352,2.1204916,0.27124191,5833,4.7,2.4930748,1.3121446
5137,K2-69 b,2.32,480.07155,1.6068281,,180.697,0.044055486,0.16973523,0.42691954,0.33448146,4127,,1.1128864,0.47969243
5138,K2-14 b,4.81,582.01092,2.0744962,0.14,364.048,0.10764652,0.2672131,0.6835064,0.19523119,3789,,0.89470568,0.1860095
5139,K2-227 b,1.666,698.6009,1.4306707,,187.234,0.68076936,0.62309349,1.472231,0.29497443,5673,,1.2285827,0.73744458
